date,mrp,smb,hml,rf,datenum
20140509,0.0025,0.0071,-0.0039,0,735728
20140512,0.012,0.0142,-0.003,0,735731
20140513,-0.0005,-0.0106,0.0018,0,735732
20140514,-0.006,-0.011,-0.0043,0,735733
20140515,-0.009,0.0033,-0.0027,0,735734
20140516,0.0036,0.0026,-0.004,0,735735
20140519,0.005,0.0063,0,0,735738
20140520,-0.0078,-0.0081,0.0023,0,735739
20140521,0.0081,-0.0026,0.0005,0,735740
20140522,0.0036,0.0063,-0.0027,0,735741
20140523,0.0049,0.0062,-0.0024,0,735742
20140527,0.0069,0.007,-0.0019,0,735746
20140528,-0.0011,-0.0033,0.0027,0,735747
20140529,0.0054,-0.002,-0.0012,0,735748
20140530,0.0006,-0.0068,0.0028,0,735749
20140602,0.0006,-0.0068,0.004,0,735752
20140603,-0.0005,-0.0027,0.0018,0,735753
20140604,0.0028,0.0023,-0.0009,0,735754
20140605,0.0077,0.0129,-0.0018,0,735755
20140606,0.0054,0.0048,-0.0001,0,735756
20140609,0.0022,0.0101,-0.0031,0,735759
20140610,-0.0003,-0.0018,-0.0004,0,735760
20140611,-0.0034,-0.0012,-0.0028,0,735761
20140612,-0.0068,0.001,0.0017,0,735762
20140613,0.0031,-0.0007,-0.0019,0,735763
20140616,0.0013,0.0046,-0.0067,0,735766
20140617,0.0034,0.0055,0.0045,0,735767
20140618,0.0075,-0.0028,-0.0009,0,735768
20140619,0.0012,-0.0016,-0.0004,0,735769
20140620,0.0018,0.0018,0.0004,0,735770
20140623,-0.0001,-0.0024,0.0008,0,735773
20140624,-0.0072,-0.0034,-0.0021,0,735774
20140625,0.0053,0.0036,0.0007,0,735775
20140626,-0.0011,-0.0008,0.0005,0,735776
20140627,0.0026,0.0048,-0.0022,0,735777
20140630,0.0007,0.0026,0.0019,0,735780
20140701,0.0074,0.0048,-0.0037,0,735781
20140702,-0.0003,-0.0045,-0.0021,0,735782
20140703,0.0059,0.0022,0.0008,0,735783
20140707,-0.0062,-0.0127,0.0038,0,735787
20140708,-0.0082,-0.0065,0.0071,0,735788
20140709,0.0046,-0.0038,-0.0011,0,735789
20140710,-0.0049,-0.0059,0.0002,0,735790
20140711,0.0012,-0.0021,-0.0039,0,735791
20140714,0.0046,0,-0.0013,0,735794
20140715,-0.0032,-0.0093,0.0098,0,735795
20140716,0.0032,-0.006,0.0032,0,735796
20140717,-0.0121,-0.0039,0.0018,0,735797
20140718,0.0112,0.0049,-0.0047,0,735798
20140721,-0.0025,-0.0024,0.0005,0,735801
20140722,0.0053,0.0024,-0.0032,0,735802
20140723,0.0019,0.0013,-0.0075,0,735803
20140724,0.0005,-0.0028,0.0004,0,735804
20140725,-0.0053,-0.0037,0.0016,0,735805
20140728,-0.0008,-0.0047,0.0028,0,735808
20140729,-0.0033,0.007,-0.0067,0,735809
20140730,0.0012,0.0043,-0.0029,0,735810
20140731,-0.0203,-0.002,0.0046,0,735811
20140801,-0.0032,-0.0018,-0.0006,0,735812
20140804,0.0074,0.0002,-0.0022,0,735815
20140805,-0.0084,0.0077,-0.0019,0,735816
20140806,0.0002,0.0037,0.0018,0,735817
20140807,-0.0052,-0.0004,-0.0014,0,735818
20140808,0.0112,-0.002,-0.0018,0,735819
20140811,0.004,0.0059,-0.0029,0,735822
20140812,-0.0023,-0.006,0.0025,0,735823
20140813,0.0069,-0.0008,-0.0024,0,735824
20140814,0.0044,-0.0024,0.0004,0,735825
20140815,0,-0.0014,-0.0015,0,735826
20140818,0.0093,0.006,-0.0019,0,735829
20140819,0.0049,-0.0013,-0.001,0,735830
20140820,0.0019,-0.0064,0.0027,0,735831
20140821,0.0028,-0.0014,0.0082,0,735832
20140822,-0.001,0.003,-0.0039,0,735833
20140825,0.005,-0.0023,0.0004,0,735836
20140826,0.0019,0.007,-0.0033,0,735837
20140827,0,-0.0023,0.0015,0,735838
20140828,-0.0019,-0.0042,0.0009,0,735839
20140829,0.0039,0.0028,0.001,0,735840
20140902,0.0006,0.0047,-0.0009,0,735844
20140903,-0.0014,-0.0054,0.0023,0,735845
20140904,-0.0017,-0.0014,-0.0015,0,735846
20140905,0.0045,-0.0026,-0.0006,0,735847
20140908,-0.0022,0.0052,-0.0044,0,735850
20140909,-0.0072,-0.0042,-0.0002,0,735851
20140910,0.0045,0.002,-0.0039,0,735852
20140911,0.0019,0.0049,0.0021,0,735853
20140912,-0.0055,-0.0023,0.0014,0,735854
20140915,-0.0028,-0.0106,0.0065,0,735857
20140916,0.007,-0.0039,-0.0013,0,735858
20140917,0.0017,0.0008,-0.002,0,735859
20140918,0.005,0.0001,0.0003,0,735860
20140919,-0.0018,-0.0097,0.0005,0,735861
20140922,-0.0097,-0.0057,0.0013,0,735864
20140923,-0.0062,-0.0031,-0.0005,0,735865
20140924,0.0081,0.0008,-0.0092,0,735866
20140925,-0.0162,0.0008,0.0015,0,735867
20140926,0.0085,-0.0004,-0.0027,0,735868
20140929,-0.0022,0.0017,-0.0044,0,735871
20140930,-0.004,-0.0101,0.0014,0,735872
20141001,-0.0139,-0.0015,0.0033,0,735873
20141002,0.0015,0.0101,-0.0038,0,735874
20141003,0.0108,-0.0039,-0.0041,0,735875
20141006,-0.0026,-0.0078,0.0039,0,735878
20141007,-0.0156,-0.0012,0.0012,0,735879
20141008,0.017,0.0002,-0.0006,0,735880
20141009,-0.0217,-0.0042,-0.004,0,735881
20141010,-0.013,-0.0017,0.0055,0,735882
20141013,-0.0159,0.0132,0.005,0,735885
20141014,0.0028,0.0086,-0.0012,0,735886
20141015,-0.0053,0.0181,-0.0131,0,735887
20141016,0.0023,0.0108,0.0017,0,735888
20141017,0.0114,-0.0156,-0.001,0,735889
20141020,0.0094,0.002,-0.0033,0,735892
20141021,0.0198,-0.0041,0.0002,0,735893
20141022,-0.0085,-0.0057,0.0021,0,735894
20141023,0.0129,0.0052,-0.0046,0,735895
20141024,0.0066,-0.0046,-0.0011,0,735896
20141027,-0.0017,0.001,-0.0026,0,735899
20141028,0.0137,0.0158,-0.0001,0,735900
20141029,-0.0018,-0.0002,0.0044,0,735901
20141030,0.006,0.0027,-0.0048,0,735902
20141031,0.0123,0.0029,0.0019,0,735903
20141103,-0.0001,-0.0026,-0.0006,0,735906
20141104,-0.0035,-0.0004,-0.0011,0,735907
20141105,0.0048,-0.0053,0.0086,0,735908
20141106,0.0049,0.0009,-0.0048,0,735909
20141107,0.0009,0.0002,0.0044,0,735910
20141110,0.0033,0.0019,-0.005,0,735913
20141111,0.001,0.0002,-0.0029,0,735914
20141112,0.0007,0.0077,-0.0028,0,735915
20141113,-0.0003,-0.0091,-0.0033,0,735916
20141114,0.0006,-0.0014,0.0014,0,735917
20141117,-0.0005,-0.0098,0.0027,0,735920
20141118,0.0051,0.0005,-0.0036,0,735921
20141119,-0.0021,-0.0093,-0.0006,0,735922
20141120,0.0031,0.0088,-0.0002,0,735923
20141121,0.0048,-0.0039,-0.0009,0,735924
20141124,0.004,0.0094,-0.0057,0,735927
20141125,-0.0008,0.0007,-0.0004,0,735928
20141126,0.003,0.0009,-0.0045,0,735929
20141128,-0.0035,-0.0093,-0.0102,0,735931
20141201,-0.009,-0.0097,0.0061,0,735934
20141202,0.0065,0.0042,0.0005,0,735935
20141203,0.0046,0.0045,0.0031,0,735936
20141204,-0.0017,-0.0031,0.0009,0,735937
20141205,0.0025,0.0057,0.0025,0,735938
20141208,-0.0082,-0.0059,0.0026,0,735941
20141209,0.0013,0.0171,-0.0028,0,735942
20141210,-0.0172,-0.0062,-0.001,0,735943
20141211,0.0049,-0.0008,-0.002,0,735944
20141212,-0.0155,0.0049,-0.0058,0,735945
20141215,-0.0068,-0.0026,0.0011,0,735948
20141216,-0.008,0.0062,0.006,0,735949
20141217,0.0215,0.0085,-0.001,0,735950
20141218,0.0236,-0.0088,-0.0021,0,735951
20141219,0.0043,-0.0022,0.0019,0,735952
20141222,0.0037,0.0019,-0.0004,0,735955
20141223,0.0021,-0.0026,0.0105,0,735956
20141224,0.0007,0.0036,-0.0017,0,735957
20141226,0.0039,0.0037,-0.0032,0,735959
20141229,0.0013,0.0016,0.0057,0,735962
20141230,-0.0048,0.0006,0.0035,0,735963
20141231,-0.0093,0.005,-0.0039,0,735964
